nct_id,Type,Value,Action
NCT01582516,Tag,Performance|Karnofsky|70,Add
NCT01587144,Tag,Performance|Karnofsky|70,Add
NCT01591577,Tag,Performance|Karnofsky|70,Add
NCT01598454,Tag,Performance|Karnofsky|70,Add
NCT01601184,Tag,Performance|Karnofsky|70,Add
NCT01604590,Tag,Performance|Karnofsky|70,Add
NCT01614132,Tag,Performance|Karnofsky|70,Add
NCT01619865,Tag,Performance|Karnofsky|70,Add
NCT01621542,Tag,Performance|Karnofsky|70,Add
NCT01621906,Tag,Performance|Karnofsky|70,Add
NCT01622868,Tag,Performance|Karnofsky|70,Add
NCT01635283,Tag,Performance|Karnofsky|70,Add
NCT01639612,Tag,Performance|Karnofsky|70,Add
NCT01644955,Tag,Performance|Karnofsky|70,Add
NCT01648348,Tag,Performance|Karnofsky|70,Add
NCT01649830,Tag,Performance|Karnofsky|70,Add
NCT01651078,Tag,Performance|Karnofsky|70,Add
NCT01653834,Tag,Performance|Karnofsky|70,Add
NCT01654497,Tag,Performance|Karnofsky|70,Add
NCT01657799,Tag,Performance|Karnofsky|70,Add
NCT01661400,Tag,Performance|Karnofsky|70,Add
NCT01663012,Tag,Performance|Karnofsky|70,Add
NCT01666600,Tag,Performance|Karnofsky|70,Add
NCT01667640,Tag,Performance|Karnofsky|70,Add
NCT01670890,Tag,Performance|Karnofsky|70,Add
NCT01672463,Tag,Performance|Karnofsky|70,Add
NCT01678352,Tag,Performance|Karnofsky|70,Add
NCT01688713,Tag,Performance|Karnofsky|70,Add
NCT01698437,Tag,Performance|Karnofsky|70,Add
NCT01702610,Tag,Performance|Karnofsky|70,Add
NCT01702792,Tag,Performance|Karnofsky|70,Add
NCT01703962,Tag,Performance|Karnofsky|70,Add
NCT01705548,Tag,Performance|Karnofsky|70,Add
NCT01706432,Tag,Performance|Karnofsky|70,Add
NCT01708174,Tag,Performance|Karnofsky|70,Add
NCT01716468,Tag,Performance|Karnofsky|70,Add
NCT01721577,Tag,Performance|Karnofsky|70,Add
NCT01721603,Tag,Performance|Karnofsky|70,Add
NCT01724606,Tag,Performance|Karnofsky|70,Add
NCT01729260,Tag,Performance|Karnofsky|70,Add
NCT01730950,Tag,Performance|Karnofsky|70,Add
NCT01731704,Tag,Performance|Karnofsky|70,Add
NCT01734512,Tag,Performance|Karnofsky|70,Add
NCT01736722,Tag,Performance|Karnofsky|70,Add
NCT01736800,Tag,Performance|Karnofsky|70,Add
NCT01737346,Tag,Performance|Karnofsky|70,Add
NCT01737671,Tag,Performance|Karnofsky|70,Add
NCT01740258,Tag,Performance|Karnofsky|70,Add
NCT01743950,Tag,Performance|Karnofsky|70,Add
NCT01748149,Tag,Performance|Karnofsky|70,Add
NCT01751308,Tag,Performance|Karnofsky|70,Add
NCT01752491,Tag,Performance|Karnofsky|70,Add
NCT01753713,Tag,Performance|Karnofsky|70,Add
NCT01754350,Tag,Performance|Karnofsky|70,Add
NCT01756729,Tag,Performance|Karnofsky|70,Add
NCT01763385,Tag,Performance|Karnofsky|70,Add
NCT01774253,Tag,Performance|Karnofsky|70,Add
NCT01778764,Tag,Performance|Karnofsky|70,Add
NCT01781468,Tag,Performance|Karnofsky|70,Add
NCT01783756,Tag,Performance|Karnofsky|70,Add
NCT01790503,Tag,Performance|Karnofsky|70,Add
NCT01792310,Tag,Performance|Karnofsky|70,Add
NCT01792505,Tag,Performance|Karnofsky|70,Add
NCT01795313,Tag,Performance|Karnofsky|70,Add
NCT01800695,Tag,Performance|Karnofsky|70,Add
NCT01802567,Tag,Performance|Karnofsky|70,Add
NCT01804634,Tag,Performance|Karnofsky|70,Add
NCT01805453,Tag,Performance|Karnofsky|70,Add
NCT01811992,Tag,Performance|Karnofsky|70,Add
NCT01812603,Tag,Performance|Karnofsky|70,Add
NCT01812616,Tag,Performance|Karnofsky|70,Add
NCT01814813,Tag,Performance|Karnofsky|70,Add
NCT01821443,Tag,Performance|Karnofsky|70,Add
NCT01833273,Tag,Performance|Karnofsky|70,Add
NCT01836549,Tag,Performance|Karnofsky|70,Add
NCT01847235,Tag,Performance|Karnofsky|70,Add
NCT01849484,Tag,Performance|Karnofsky|70,Add
NCT01850563,Tag,Performance|Karnofsky|70,Add
NCT01854554,Tag,Performance|Karnofsky|70,Add
NCT01856933,Tag,Performance|Karnofsky|70,Add
NCT01860638,Tag,Performance|Karnofsky|70,Add
NCT01861405,Tag,Performance|Karnofsky|70,Add
NCT01866449,Tag,Performance|Karnofsky|70,Add
NCT01868906,Tag,Performance|Karnofsky|70,Add
NCT01869725,Tag,Performance|Karnofsky|70,Add
NCT01870726,Tag,Performance|Karnofsky|70,Add
NCT01872221,Tag,Performance|Karnofsky|70,Add
NCT01873469,Tag,Performance|Karnofsky|70,Add
NCT01875601,Tag,Performance|Karnofsky|70,Add
NCT01880749,Tag,Performance|Karnofsky|70,Add
NCT01884922,Tag,Performance|Karnofsky|70,Add
NCT01884987,Tag,Performance|Karnofsky|70,Add
NCT01887522,Tag,Performance|Karnofsky|70,Add
NCT01887795,Tag,Performance|Karnofsky|70,Add
NCT01890278,Tag,Performance|Karnofsky|70,Add
NCT01891747,Tag,Performance|Karnofsky|70,Add
NCT01892397,Tag,Performance|Karnofsky|70,Add
NCT01898130,Tag,Performance|Karnofsky|70,Add
NCT01898273,Tag,Performance|Karnofsky|70,Add
NCT01902771,Tag,Performance|Karnofsky|70,Add
NCT01907165,Tag,Performance|Karnofsky|70,Add
NCT01908179,Tag,Performance|Karnofsky|70,Add
NCT01915303,Tag,Performance|Karnofsky|70,Add
NCT01921335,Tag,Performance|Karnofsky|70,Add
NCT01922076,Tag,Performance|Karnofsky|70,Add
NCT01931098,Tag,Performance|Karnofsky|70,Add
NCT01933815,Tag,Performance|Karnofsky|70,Add
NCT01939483,Tag,Performance|Karnofsky|70,Add
NCT01939574,Tag,Performance|Karnofsky|70,Add
NCT01942980,Tag,Performance|Karnofsky|70,Add
NCT01950195,Tag,Performance|Karnofsky|70,Add
NCT01954030,Tag,Performance|Karnofsky|70,Add
NCT01954576,Tag,Performance|Karnofsky|70,Add
NCT01956734,Tag,Performance|Karnofsky|70,Add
NCT01957735,Tag,Performance|Karnofsky|70,Add
NCT01957956,Tag,Performance|Karnofsky|70,Add
NCT01961934,Tag,Performance|Karnofsky|70,Add
NCT01964300,Tag,Performance|Karnofsky|70,Add
NCT01966809,Tag,Performance|Karnofsky|70,Add
NCT01967758,Tag,Performance|Karnofsky|70,Add
NCT01967810,Tag,Performance|Karnofsky|70,Add
NCT01970644,Tag,Performance|Karnofsky|70,Add
NCT01972750,Tag,Performance|Karnofsky|70,Add
NCT01975116,Tag,Performance|Karnofsky|70,Add
NCT01977677,Tag,Performance|Karnofsky|70,Add
NCT01985087,Tag,Performance|Karnofsky|70,Add
NCT01985256,Tag,Performance|Karnofsky|70,Add
NCT01985971,Tag,Performance|Karnofsky|70,Add
NCT01987596,Tag,Performance|Karnofsky|70,Add
NCT01988675,Tag,Performance|Karnofsky|70,Add
NCT01989052,Tag,Performance|Karnofsky|70,Add
NCT01989884,Tag,Performance|Karnofsky|70,Add
NCT01999270,Tag,Performance|Karnofsky|70,Add
NCT02000882,Tag,Performance|Karnofsky|70,Add
NCT02005614,Tag,Performance|Karnofsky|70,Add
NCT02006563,Tag,Performance|Karnofsky|70,Add
NCT02010606,Tag,Performance|Karnofsky|70,Add
NCT02013297,Tag,Performance|Karnofsky|70,Add
NCT02014545,Tag,Performance|Karnofsky|70,Add
NCT02014844,Tag,Performance|Karnofsky|70,Add
NCT02015728,Tag,Performance|Karnofsky|70,Add
NCT02015819,Tag,Performance|Karnofsky|70,Add
NCT02017717,Tag,Performance|Karnofsky|70,Add
NCT02017964,Tag,Performance|Karnofsky|70,Add
NCT02025231,Tag,Performance|Karnofsky|70,Add
NCT02025881,Tag,Performance|Karnofsky|70,Add
NCT02029573,Tag,Performance|Karnofsky|70,Add
NCT02031237,Tag,Performance|Karnofsky|70,Add
NCT02031965,Tag,Performance|Karnofsky|70,Add
NCT02034981,Tag,Performance|Karnofsky|70,Add
NCT02035852,Tag,Performance|Karnofsky|70,Add
NCT02038218,Tag,Performance|Karnofsky|70,Add
NCT02039778,Tag,Performance|Karnofsky|70,Add
NCT02039947,Tag,Performance|Karnofsky|70,Add
NCT02041611,Tag,Performance|Karnofsky|70,Add
NCT02045368,Tag,Performance|Karnofsky|70,Add
NCT02046187,Tag,Performance|Karnofsky|70,Add
NCT02047214,Tag,Performance|Karnofsky|70,Add
NCT02047747,Tag,Performance|Karnofsky|70,Add
NCT02049489,Tag,Performance|Karnofsky|70,Add
NCT02052648,Tag,Performance|Karnofsky|70,Add
NCT02054819,Tag,Performance|Karnofsky|70,Add
NCT02067156,Tag,Performance|Karnofsky|70,Add
NCT02073968,Tag,Performance|Karnofsky|70,Add
NCT02076477,Tag,Performance|Karnofsky|70,Add
NCT02077543,Tag,Performance|Karnofsky|70,Add
NCT02078648,Tag,Performance|Karnofsky|70,Add
NCT02082119,Tag,Performance|Karnofsky|70,Add
NCT02082587,Tag,Performance|Karnofsky|70,Add
NCT02095132,Tag,Performance|Karnofsky|70,Add
NCT02099487,Tag,Performance|Karnofsky|70,Add
NCT02100891,Tag,Performance|Karnofsky|70,Add
NCT02104882,Tag,Performance|Karnofsky|70,Add
NCT02115139,Tag,Performance|Karnofsky|70,Add
NCT02120287,Tag,Performance|Karnofsky|70,Add
NCT02122822,Tag,Performance|Karnofsky|70,Add
NCT02124772,Tag,Performance|Karnofsky|70,Add
NCT02125786,Tag,Performance|Karnofsky|70,Add
NCT02129335,Tag,Performance|Karnofsky|70,Add
NCT02133183,Tag,Performance|Karnofsky|70,Add
NCT02137759,Tag,Performance|Karnofsky|70,Add
NCT02149225,Tag,Performance|Karnofsky|70,Add
NCT02149459,Tag,Performance|Karnofsky|70,Add
NCT02152982,Tag,Performance|Karnofsky|70,Add
NCT02155920,Tag,Performance|Karnofsky|70,Add
NCT02157103,Tag,Performance|Karnofsky|70,Add
NCT02162732,Tag,Performance|Karnofsky|70,Add
NCT02177578,Tag,Performance|Karnofsky|70,Add
NCT02179086,Tag,Performance|Karnofsky|70,Add
NCT02185352,Tag,Performance|Karnofsky|70,Add
NCT02186262,Tag,Performance|Karnofsky|70,Add
NCT02186509,Tag,Performance|Karnofsky|70,Add
NCT02189109,Tag,Performance|Karnofsky|70,Add
NCT02192359,Tag,Performance|Karnofsky|70,Add
NCT02197169,Tag,Performance|Karnofsky|70,Add
NCT02197637,Tag,Performance|Karnofsky|70,Add
NCT02201563,Tag,Performance|Karnofsky|70,Add
NCT02202993,Tag,Performance|Karnofsky|70,Add
NCT02206230,Tag,Performance|Karnofsky|70,Add
NCT02208362,Tag,Performance|Karnofsky|70,Add
NCT02209948,Tag,Performance|Karnofsky|70,Add
NCT02212574,Tag,Performance|Karnofsky|70,Add
NCT02220491,Tag,Performance|Karnofsky|70,Add
NCT02221986,Tag,Performance|Karnofsky|70,Add
NCT02230306,Tag,Performance|Karnofsky|70,Add
NCT02233049,Tag,Performance|Karnofsky|70,Add
NCT02234297,Tag,Performance|Karnofsky|70,Add
NCT02238496,Tag,Performance|Karnofsky|70,Add
NCT02239861,Tag,Performance|Karnofsky|70,Add
NCT02239952,Tag,Performance|Karnofsky|70,Add
NCT02254954,Tag,Performance|Karnofsky|70,Add
NCT02255461,Tag,Performance|Karnofsky|70,Add
NCT02263105,Tag,Performance|Karnofsky|70,Add
NCT02271711,Tag,Performance|Karnofsky|70,Add
NCT02272270,Tag,Performance|Karnofsky|70,Add
NCT02273739,Tag,Performance|Karnofsky|70,Add
NCT02274987,Tag,Performance|Karnofsky|70,Add
NCT02276053,Tag,Performance|Karnofsky|70,Add
NCT02277561,Tag,Performance|Karnofsky|70,Add
NCT02278510,Tag,Performance|Karnofsky|70,Add
NCT02279992,Tag,Performance|Karnofsky|70,Add
NCT02285439,Tag,Performance|Karnofsky|70,Add
NCT02285959,Tag,Performance|Karnofsky|70,Add
NCT02286167,Tag,Performance|Karnofsky|70,Add
NCT02287428,Tag,Performance|Karnofsky|70,Add
NCT02296476,Tag,Performance|Karnofsky|70,Add
NCT02303678,Tag,Performance|Karnofsky|70,Add
NCT02305056,Tag,Performance|Karnofsky|70,Add
NCT02311556,Tag,Performance|Karnofsky|70,Add
NCT02311920,Tag,Performance|Karnofsky|70,Add
NCT02313272,Tag,Performance|Karnofsky|70,Add
NCT02330562,Tag,Performance|Karnofsky|70,Add
NCT02332889,Tag,Performance|Karnofsky|70,Add
NCT02336165,Tag,Performance|Karnofsky|70,Add
NCT02337686,Tag,Performance|Karnofsky|70,Add
NCT02338011,Tag,Performance|Karnofsky|70,Add
NCT02338037,Tag,Performance|Karnofsky|70,Add
NCT02340156,Tag,Performance|Karnofsky|70,Add
NCT02342379,Tag,Performance|Karnofsky|70,Add
NCT02343224,Tag,Performance|Karnofsky|70,Add
NCT02344355,Tag,Performance|Karnofsky|70,Add
NCT02345824,Tag,Performance|Karnofsky|70,Add
NCT02348255,Tag,Performance|Karnofsky|70,Add
NCT02353000,Tag,Performance|Karnofsky|70,Add
NCT02355613,Tag,Performance|Karnofsky|70,Add
NCT02359565,Tag,Performance|Karnofsky|70,Add
NCT02360215,Tag,Performance|Karnofsky|70,Add
NCT02363075,Tag,Performance|Karnofsky|70,Add
NCT02363933,Tag,Performance|Karnofsky|70,Add
NCT02370563,Tag,Performance|Karnofsky|70,Add
NCT02371031,Tag,Performance|Karnofsky|70,Add
NCT02372409,Tag,Performance|Karnofsky|70,Add
NCT02381886,Tag,Performance|Karnofsky|70,Add
NCT02386826,Tag,Performance|Karnofsky|70,Add
NCT02388659,Tag,Performance|Karnofsky|70,Add
NCT02389738,Tag,Performance|Karnofsky|70,Add
NCT02390752,Tag,Performance|Karnofsky|70,Add
NCT02393131,Tag,Performance|Karnofsky|70,Add
NCT02394665,Tag,Performance|Karnofsky|70,Add
NCT02395692,Tag,Performance|Karnofsky|70,Add
NCT02410577,Tag,Performance|Karnofsky|70,Add
NCT02415153,Tag,Performance|Karnofsky|70,Add
NCT02423525,Tag,Performance|Karnofsky|70,Add
NCT02433392,Tag,Performance|Karnofsky|70,Add
NCT02441062,Tag,Performance|Karnofsky|70,Add
NCT02441088,Tag,Performance|Karnofsky|70,Add
NCT02441322,Tag,Performance|Karnofsky|70,Add
NCT02442297,Tag,Performance|Karnofsky|70,Add
NCT02444000,Tag,Performance|Karnofsky|70,Add
NCT02451215,Tag,Performance|Karnofsky|70,Add
NCT02452294,Tag,Performance|Karnofsky|70,Add
NCT02454634,Tag,Performance|Karnofsky|70,Add
NCT02458339,Tag,Performance|Karnofsky|70,Add
NCT02478164,Tag,Performance|Karnofsky|70,Add
NCT02481154,Tag,Performance|Karnofsky|70,Add
NCT02481960,Tag,Performance|Karnofsky|70,Add
NCT02484755,Tag,Performance|Karnofsky|70,Add
NCT02490878,Tag,Performance|Karnofsky|70,Add
NCT02490930,Tag,Performance|Karnofsky|70,Add
NCT02496741,Tag,Performance|Karnofsky|70,Add
NCT02498951,Tag,Performance|Karnofsky|70,Add
NCT02504788,Tag,Performance|Karnofsky|70,Add
NCT02507583,Tag,Performance|Karnofsky|70,Add
NCT02510950,Tag,Performance|Karnofsky|70,Add
NCT02514915,Tag,Performance|Karnofsky|70,Add
NCT02529072,Tag,Performance|Karnofsky|70,Add
NCT02530320,Tag,Performance|Karnofsky|70,Add
NCT02530502,Tag,Performance|Karnofsky|70,Add
NCT02540161,Tag,Performance|Karnofsky|70,Add
NCT02541370,Tag,Performance|Karnofsky|70,Add
NCT02549833,Tag,Performance|Karnofsky|70,Add
NCT02563925,Tag,Performance|Karnofsky|70,Add
NCT02564198,Tag,Performance|Karnofsky|70,Add
NCT02565433,Tag,Performance|Karnofsky|70,Add
NCT02567643,Tag,Performance|Karnofsky|70,Add
NCT02571530,Tag,Performance|Karnofsky|70,Add
NCT02573324,Tag,Performance|Karnofsky|70,Add
NCT02575027,Tag,Performance|Karnofsky|70,Add
NCT02586857,Tag,Performance|Karnofsky|70,Add
NCT02589522,Tag,Performance|Karnofsky|70,Add
NCT02590263,Tag,Performance|Karnofsky|70,Add
NCT02598427,Tag,Performance|Karnofsky|70,Add
NCT02603692,Tag,Performance|Karnofsky|70,Add
NCT02605746,Tag,Performance|Karnofsky|70,Add
NCT02607124,Tag,Performance|Karnofsky|70,Add
NCT02616393,Tag,Performance|Karnofsky|70,Add
NCT02617134,Tag,Performance|Karnofsky|70,Add
NCT02617589,Tag,Performance|Karnofsky|70,Add
NCT02624388,Tag,Performance|Karnofsky|70,Add
NCT02626364,Tag,Performance|Karnofsky|70,Add
NCT02632370,Tag,Performance|Karnofsky|70,Add
NCT02636634,Tag,Performance|Karnofsky|70,Add
NCT02639546,Tag,Performance|Karnofsky|70,Add
NCT02644291,Tag,Performance|Karnofsky|70,Add
NCT02644460,Tag,Performance|Karnofsky|70,Add
NCT02644512,Tag,Performance|Karnofsky|70,Add
NCT02648997,Tag,Performance|Karnofsky|70,Add
NCT02650401,Tag,Performance|Karnofsky|70,Add
NCT02650752,Tag,Performance|Karnofsky|70,Add
NCT02654041,Tag,Performance|Karnofsky|70,Add
NCT02654964,Tag,Performance|Karnofsky|70,Add
NCT02658279,Tag,Performance|Karnofsky|70,Add
NCT02658981,Tag,Performance|Karnofsky|70,Add
NCT02659800,Tag,Performance|Karnofsky|70,Add
NCT02663440,Tag,Performance|Karnofsky|70,Add
NCT02667587,Tag,Performance|Karnofsky|70,Add
NCT02669914,Tag,Performance|Karnofsky|70,Add
NCT02672995,Tag,Performance|Karnofsky|70,Add
NCT02676687,Tag,Performance|Karnofsky|70,Add
NCT02678975,Tag,Performance|Karnofsky|70,Add
NCT02685605,Tag,Performance|Karnofsky|70,Add
NCT02693990,Tag,Performance|Karnofsky|70,Add
NCT02698254,Tag,Performance|Karnofsky|70,Add
NCT02704858,Tag,Performance|Karnofsky|70,Add
NCT02709616,Tag,Performance|Karnofsky|70,Add
NCT02711137,Tag,Performance|Karnofsky|70,Add
NCT02715297,Tag,Performance|Karnofsky|70,Add
NCT02715609,Tag,Performance|Karnofsky|70,Add
NCT02717455,Tag,Performance|Karnofsky|70,Add
NCT02718443,Tag,Performance|Karnofsky|70,Add
NCT02722512,Tag,Performance|Karnofsky|70,Add
NCT02725684,Tag,Performance|Karnofsky|70,Add
NCT02743078,Tag,Performance|Karnofsky|70,Add
NCT02747407,Tag,Performance|Karnofsky|70,Add
NCT02748135,Tag,Performance|Karnofsky|70,Add
NCT02753790,Tag,Performance|Karnofsky|70,Add
NCT02761070,Tag,Performance|Karnofsky|70,Add
NCT02764151,Tag,Performance|Karnofsky|70,Add
NCT02765165,Tag,Performance|Karnofsky|70,Add
NCT02766270,Tag,Performance|Karnofsky|70,Add
NCT02766699,Tag,Performance|Karnofsky|70,Add
NCT02768337,Tag,Performance|Karnofsky|70,Add
NCT02768389,Tag,Performance|Karnofsky|70,Add
NCT02770378,Tag,Performance|Karnofsky|70,Add
NCT02774421,Tag,Performance|Karnofsky|70,Add
NCT02774681,Tag,Performance|Karnofsky|70,Add
NCT02781792,Tag,Performance|Karnofsky|70,Add
NCT02783495,Tag,Performance|Karnofsky|70,Add
NCT02794883,Tag,Performance|Karnofsky|70,Add
NCT02796261,Tag,Performance|Karnofsky|70,Add
NCT02798406,Tag,Performance|Karnofsky|70,Add
NCT02799238,Tag,Performance|Karnofsky|70,Add
NCT02808364,Tag,Performance|Karnofsky|70,Add
NCT02808416,Tag,Performance|Karnofsky|70,Add
NCT02824133,Tag,Performance|Karnofsky|70,Add
NCT02824731,Tag,Performance|Karnofsky|70,Add
NCT02829931,Tag,Performance|Karnofsky|70,Add
NCT02831257,Tag,Performance|Karnofsky|70,Add
NCT02831959,Tag,Performance|Karnofsky|70,Add
NCT02839954,Tag,Performance|Karnofsky|70,Add
NCT02840123,Tag,Performance|Karnofsky|70,Add
NCT02840409,Tag,Performance|Karnofsky|70,Add
NCT02843230,Tag,Performance|Karnofsky|70,Add
NCT02844062,Tag,Performance|Karnofsky|70,Add
NCT02844439,Tag,Performance|Karnofsky|70,Add
NCT02847559,Tag,Performance|Karnofsky|70,Add
NCT02850744,Tag,Performance|Karnofsky|70,Add
NCT02852655,Tag,Performance|Karnofsky|70,Add
NCT02853565,Tag,Performance|Karnofsky|70,Add
NCT02855086,Tag,Performance|Karnofsky|70,Add
NCT02858869,Tag,Performance|Karnofsky|70,Add
NCT02858895,Tag,Performance|Karnofsky|70,Add
NCT02859857,Tag,Performance|Karnofsky|70,Add
NCT02866747,Tag,Performance|Karnofsky|70,Add
NCT02869243,Tag,Performance|Karnofsky|70,Add
NCT02871843,Tag,Performance|Karnofsky|70,Add
NCT02876003,Tag,Performance|Karnofsky|70,Add
NCT02885324,Tag,Performance|Karnofsky|70,Add
NCT02892708,Tag,Performance|Karnofsky|70,Add
NCT02899715,Tag,Performance|Karnofsky|70,Add
NCT02903069,Tag,Performance|Karnofsky|70,Add
NCT02905110,Tag,Performance|Karnofsky|70,Add
NCT02909777,Tag,Performance|Karnofsky|70,Add
NCT02926222,Tag,Performance|Karnofsky|70,Add
NCT02928575,Tag,Performance|Karnofsky|70,Add
NCT02937844,Tag,Performance|Karnofsky|70,Add
NCT02939378,Tag,Performance|Karnofsky|70,Add
NCT02940483,Tag,Performance|Karnofsky|70,Add
NCT02960230,Tag,Performance|Karnofsky|70,Add
NCT02970448,Tag,Performance|Karnofsky|70,Add
NCT02974621,Tag,Performance|Karnofsky|70,Add
NCT02978261,Tag,Performance|Karnofsky|70,Add
NCT02986178,Tag,Performance|Karnofsky|70,Add
NCT02986815,Tag,Performance|Karnofsky|70,Add
NCT02992015,Tag,Performance|Karnofsky|70,Add
NCT03018288,Tag,Performance|Karnofsky|70,Add
NCT03020017,Tag,Performance|Karnofsky|70,Add
NCT03032484,Tag,Performance|Karnofsky|70,Add
NCT03033992,Tag,Performance|Karnofsky|70,Add
NCT03034135,Tag,Performance|Karnofsky|70,Add
NCT03047473,Tag,Performance|Karnofsky|70,Add
NCT03050736,Tag,Performance|Karnofsky|70,Add
NCT03055208,Tag,Performance|Karnofsky|70,Add
NCT03058198,Tag,Performance|Karnofsky|70,Add
NCT03067753,Tag,Performance|Karnofsky|70,Add
NCT03071874,Tag,Performance|Karnofsky|70,Add
NCT03075072,Tag,Performance|Karnofsky|70,Add
NCT03086616,Tag,Performance|Karnofsky|70,Add
NCT03115333,Tag,Performance|Karnofsky|70,Add
NCT03115398,Tag,Performance|Karnofsky|70,Add
NCT03122197,Tag,Performance|Karnofsky|70,Add
NCT03139916,Tag,Performance|Karnofsky|70,Add
NCT03168919,Tag,Performance|Karnofsky|70,Add
NCT03180502,Tag,Performance|Karnofsky|70,Add
NCT03180697,Tag,Performance|Karnofsky|70,Add
NCT03181581,Tag,Performance|Karnofsky|70,Add
NCT03184038,Tag,Performance|Karnofsky|70,Add
NCT03194971,Tag,Performance|Karnofsky|70,Add
NCT03206021,Tag,Performance|Karnofsky|70,Add
NCT03212742,Tag,Performance|Karnofsky|70,Add
NCT03216499,Tag,Performance|Karnofsky|70,Add
NCT03223675,Tag,Performance|Karnofsky|70,Add
NCT03223922,Tag,Performance|Karnofsky|70,Add
NCT03225300,Tag,Performance|Karnofsky|70,Add
NCT03226483,Tag,Performance|Karnofsky|70,Add
NCT03234595,Tag,Performance|Karnofsky|70,Add
NCT03243851,Tag,Performance|Karnofsky|70,Add
NCT03245151,Tag,Performance|Karnofsky|70,Add
NCT03257124,Tag,Performance|Karnofsky|70,Add
NCT03257631,Tag,Performance|Karnofsky|70,Add
NCT03267836,Tag,Performance|Karnofsky|70,Add
NCT03277638,Tag,Performance|Karnofsky|70,Add
NCT03278249,Tag,Performance|Karnofsky|70,Add
NCT03279692,Tag,Performance|Karnofsky|70,Add
NCT03288272,Tag,Performance|Karnofsky|70,Add
NCT03291977,Tag,Performance|Karnofsky|70,Add
NCT03291990,Tag,Performance|Karnofsky|70,Add
NCT03294486,Tag,Performance|Karnofsky|70,Add
NCT03297125,Tag,Performance|Karnofsky|70,Add
NCT03328884,Tag,Performance|Karnofsky|70,Add
NCT03335280,Tag,Performance|Karnofsky|70,Add
NCT03352427,Tag,Performance|Karnofsky|70,Add
NCT03355794,Tag,Performance|Karnofsky|70,Add
NCT03382977,Tag,Performance|Karnofsky|70,Add
NCT03383978,Tag,Performance|Karnofsky|70,Add
NCT00075387,Tag,Performance|Karnofsky|80,Add
NCT00085202,Tag,Performance|Karnofsky|80,Add
NCT00085735,Tag,Performance|Karnofsky|80,Add
NCT00179907,Tag,Performance|Karnofsky|80,Add
NCT00275067,Tag,Performance|Karnofsky|80,Add
NCT00293475,Tag,Performance|Karnofsky|80,Add
NCT00301418,Tag,Performance|Karnofsky|80,Add
NCT00302159,Tag,Performance|Karnofsky|80,Add
NCT00303849,Tag,Performance|Karnofsky|80,Add
NCT00308165,Tag,Performance|Karnofsky|80,Add
NCT00313599,Tag,Performance|Karnofsky|80,Add
NCT00313729,Tag,Performance|Karnofsky|80,Add
NCT00329719,Tag,Performance|Karnofsky|80,Add
NCT00390299,Tag,Performance|Karnofsky|80,Add
NCT00392327,Tag,Performance|Karnofsky|80,Add
NCT00394628,Tag,Performance|Karnofsky|80,Add
NCT00482677,Tag,Performance|Karnofsky|80,Add
NCT00521183,Tag,Performance|Karnofsky|80,Add
NCT00555399,Tag,Performance|Karnofsky|80,Add
NCT00570908,Tag,Performance|Karnofsky|80,Add
NCT00601003,Tag,Performance|Karnofsky|80,Add
NCT00602667,Tag,Performance|Karnofsky|80,Add
NCT00626483,Tag,Performance|Karnofsky|80,Add
NCT00626990,Tag,Performance|Karnofsky|80,Add
NCT00634231,Tag,Performance|Karnofsky|80,Add
NCT00638898,Tag,Performance|Karnofsky|80,Add
NCT00660543,Tag,Performance|Karnofsky|80,Add
NCT00669669,Tag,Performance|Karnofsky|80,Add
NCT00687765,Tag,Performance|Karnofsky|80,Add
NCT00716976,Tag,Performance|Karnofsky|80,Add
NCT00749723,Tag,Performance|Karnofsky|80,Add
NCT00766467,Tag,Performance|Karnofsky|80,Add
NCT00769093,Tag,Performance|Karnofsky|80,Add
NCT00805103,Tag,Performance|Karnofsky|80,Add
NCT00805376,Tag,Performance|Karnofsky|80,Add
NCT00813566,Tag,Performance|Karnofsky|80,Add
NCT00821080,Tag,Performance|Karnofsky|80,Add
NCT00822458,Tag,Performance|Karnofsky|80,Add
NCT00823459,Tag,Performance|Karnofsky|80,Add
NCT00823797,Tag,Performance|Karnofsky|80,Add
NCT00826241,Tag,Performance|Karnofsky|80,Add
NCT00831324,Tag,Performance|Karnofsky|80,Add
NCT00837928,Tag,Performance|Karnofsky|80,Add
NCT00841555,Tag,Performance|Karnofsky|80,Add
NCT00859222,Tag,Performance|Karnofsky|80,Add
NCT00867178,Tag,Performance|Karnofsky|80,Add
NCT00869401,Tag,Performance|Karnofsky|80,Add
NCT00879437,Tag,Performance|Karnofsky|80,Add
NCT00883298,Tag,Performance|Karnofsky|80,Add
NCT00883688,Tag,Performance|Karnofsky|80,Add
NCT00887146,Tag,Performance|Karnofsky|80,Add
NCT00890032,Tag,Performance|Karnofsky|80,Add
NCT00890786,Tag,Performance|Karnofsky|80,Add
NCT00892177,Tag,Performance|Karnofsky|80,Add
NCT00893945,Tag,Performance|Karnofsky|80,Add
NCT00895622,Tag,Performance|Karnofsky|80,Add
NCT00898079,Tag,Performance|Karnofsky|80,Add
NCT00902577,Tag,Performance|Karnofsky|80,Add
NCT00916630,Tag,Performance|Karnofsky|80,Add
NCT00919750,Tag,Performance|Karnofsky|80,Add
NCT00939770,Tag,Performance|Karnofsky|80,Add
NCT00943007,Tag,Performance|Karnofsky|80,Add
NCT00945126,Tag,Performance|Karnofsky|80,Add
